"tweets.id" "tweets.created" "tweets.text"
"153" "801491353712685056" 1479925404 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"154" "801491217389416448" 1479925371 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"155" "801491184518627331" 1479925364 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"156" "801491158568419332" 1479925357 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"157" "801491149852704776" 1479925355 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"158" "801491146841145344" 1479925355 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"159" "801491113244762113" 1479925347 "@CFBPlayoff @UMichFootball @OhioStateFB @drpepper @espn HOLY SHIT ITS COLUMBUS"
"160" "801491085050658816" 1479925340 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"161" "801491081900724225" 1479925339 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"162" "801490983858872320" 1479925316 "@CFBPlayoff @UMichFootball @OhioStateFB @drpepper @espn How about spelling Columbus correctly?"
"163" "801490954666573824" 1479925309 "@CFBPlayoff @UMichFootball @OhioStateFB @drpepper @espn That's cool, we already have 1 hear in Columbus!!!"
"164" "801490926019420161" 1479925302 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"165" "801490851738193920" 1479925284 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"166" "801490837532241920" 1479925281 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"167" "801490823061897222" 1479925277 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"168" "801490820570509312" 1479925277 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"169" "801490774290530308" 1479925266 "RT @CFBPlayoff: The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB‚Ä¶"
"170" "801490590668099584" 1479925222 "The #CFBPlayoff National Championship Trophy is headed to Colombus for @UMichFootball vs. @OhioStateFB. https://t.co/xmJthB3Zw5"
"171" "801489975674105857" 1479925075 "@UMichFootball bout to whoop dat ass. @OhioStateFB"
"172" "801486376780894208" 1479924217 "College Football Playoff top four unchanged in latest poll ‚Äî for now
@AlabamaFB @OhioStateFB @UMichFootball‚Ä¶ https://t.co/GoguHFHv2R"
"173" "801486368421462016" 1479924215 "@RichEisenShow @richeisen @ChrisLaw @chrisbrockman @UMichFootball @OhioStateFB 
Always fun to watch Ì†ΩÌ∏ÇÌ†ΩÌ±ç"
"174" "801484281180626944" 1479923718 "RT @DickieV: My PODCAST on @UMichFootball @OhioStateFB click ESPN in upper right 4  my latest news &amp; get RAFFLE on 2017 MERCEDES https://t.‚Ä¶"
"175" "801480066441953280" 1479922713 "@RichEisenShow @richeisen @ChrisLaw @chrisbrockman @UMichFootball @OhioStateFB one of my favorite RES traditions!!!"
"176" "801477066298429440" 1479921997 "RT @DesmondHoward: It's THAT week. @OhioStateFB v @UMichFootball AKA #TheGame"
"177" "801474619890954240" 1479921414 "ohio vs Michigan can't wait 23-21 I got Michigan for the upset win @espn @UMichFootball @OhioStateFB @FirstTake @RealSkipBayless"
"178" "801464399030579200" 1479918977 "RT @NFL_CFB: The top 6 in the #CFBPlayoff rankings:

1. @AlabamaFTBL
2. @OhioStateFB
3. @UMichFootball
4. @ClemsonFB
5. @UW_Football 
6. @B‚Ä¶"
"179" "801463633045655552" 1479918795 "Big game with @UMichFootball at @OhioStateFB Let's talk to @EddieGeorge2727 who won @HeismanTrophy there.‚Ä¶ https://t.co/TsgODzWQNm"
"180" "801463475658747908" 1479918757 "RT @OneUpSports_: Philly Inquirer‚Äôs @JoeJulesinq &amp; @NoahCoslov on how @PennStateFball looks on @UMichFootball vs @OhioStateFB; &amp; Saturday v‚Ä¶"
"181" "801462447039270912" 1479918512 "@Huntsman__ @WolverineDaily @UMichFootball @OhioStateFB plus people who attend any of their school probably follow Xichigan fans too"
"182" "801461823123898368" 1479918363 "@_KKamm @WolverineDaily @UMichFootball @OhioStateFB the fact that UM gets the rt is biased.. if I voted OSU it wouldn't appear on other tl's"
"183" "801460435782434818" 1479918032 "RT @NFL_CFB: The top 6 in the #CFBPlayoff rankings:

1. @AlabamaFTBL
2. @OhioStateFB
3. @UMichFootball
4. @ClemsonFB
5. @UW_Football 
6. @B‚Ä¶"
"184" "801459150844788737" 1479917726 "RT @DesmondHoward: It's THAT week. @OhioStateFB v @UMichFootball AKA #TheGame"
"185" "801457003386191872" 1479917214 "RT @NFL_CFB: The top 6 in the #CFBPlayoff rankings:

1. @AlabamaFTBL
2. @OhioStateFB
3. @UMichFootball
4. @ClemsonFB
5. @UW_Football 
6. @B‚Ä¶"
"186" "801456906317471744" 1479917191 "@mwmcclure @CFBPlayoff @AlabamaFTBL @OhioStateFB @UMichFootball @ClemsonFB you're joking right?"
"187" "801450546112577536" 1479915675 "Philly Inquirer‚Äôs @JoeJulesinq &amp; @NoahCoslov on how @PennStateFball looks on @UMichFootball vs @OhioStateFB; &amp; Satu‚Ä¶ https://t.co/a9WtDRO9Yd"
"188" "801448603445248000" 1479915211 "https://t.co/Yh3Y9hnI4C My latest looks at the top 10 games between @UMichFootball &amp; @OhioStateFB. Hype up for \"The Game\" now @FanSided"
"189" "801445490260930560" 1479914469 "@031Exception716 @CFBPlayoff @AlabamaFTBL @OhioStateFB @UMichFootball @ClemsonFB they will eventually"
"190" "801442145798385664" 1479913672 "RT @MsPotts_ESPN: And by epic, I mean 40 hours of programming leading into @UMichFootball at @OhioStateFB (and @KirkHerbstreit working 9 ho‚Ä¶"
"191" "801441201379508224" 1479913447 "@ESPN_ReceDavis @UMichFootball @UHCougarFB @OSUCoachMeyer pushed the wrong # @OhioStateFB #8 u need 8 teams fair @finebaum @KirkHerbstreit ."
"192" "801440091382157313" 1479913182 "@ESPN_ReceDavis will Meyer pay @UMichFootball  lose? @UHCougarFB #4 beat 2top 5s  @OSUCoachMeyer @OhioStateFB #6 @finebaum @KirkHerbstreit ."
"193" "801437227775623168" 1479912499 "And by epic, I mean 40 hours of programming leading into @UMichFootball at @OhioStateFB (and @KirkHerbstreit working 9 hours straight)."
"194" "801437020077834241" 1479912450 "With #TheGame b/t @UMichFootball&amp;@OhioStateFB fast approaching, DISHER has released part 3 of our analytical preview https://t.co/Ft7FbvHi5M"
"195" "801434004926906368" 1479911731 "RT @NFL_CFB: The top 6 in the #CFBPlayoff rankings:

1. @AlabamaFTBL
2. @OhioStateFB
3. @UMichFootball
4. @ClemsonFB
5. @UW_Football 
6. @B‚Ä¶"
"196" "801431930877210629" 1479911236 "RT @carlrgoodwin: @therealmissyg @OhioStateFB @UMichFootball Go BLUE!!!"
"197" "801426791890120704" 1479910011 "RT @NFL_CFB: The top 6 in the #CFBPlayoff rankings:

1. @AlabamaFTBL
2. @OhioStateFB
3. @UMichFootball
4. @ClemsonFB
5. @UW_Football 
6. @B‚Ä¶"
"198" "801426625153921024" 1479909971 "RT @BigTenNetwork: Two words: The Game.

Two numbers: No. 3 at No.  2.

@BTNTomDienhart previews @umichfootball at @OhioStateFB. https://t.‚Ä¶"
"199" "801418171039281152" 1479907956 "RT @DickieV: My PODCAST on @UMichFootball @OhioStateFB click ESPN in upper right 4  my latest news &amp; get RAFFLE on 2017 MERCEDES https://t.‚Ä¶"
"200" "801417565562142721" 1479907811 "RT @DickieV: My PODCAST on @UMichFootball @OhioStateFB click ESPN in upper right 4  my latest news &amp; get RAFFLE on 2017 MERCEDES https://t.‚Ä¶"
